,cv_id,full_name,phone,email,gender,date_of_birth,nationality,city,province,education_level,institution,graduation_year,major,certifications,languages,language_proficiency,total_years_experience,current_job_title,employment_status,preferred_job_type,preferred_location,salary_expectation_min,salary_expectation_max,availability,skills_technical,skills_soft,work_experience_json,projects_json,references_json,resume_quality_score,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
1523,1524,Mercy Ngulube,261000000000.0,mercy.ngulube@email.com,Female,18/06/1995,Zambian,Chongwe,Lusaka,Diploma,Evelyn Hone College,2014,Hospitality Management,"Food Safety, Customer Service","English,Nyanja",Intermediate,4,Hotel Supervisor,Employed,Full-time,Lusaka,6500,9500,1 month,"Front Office Operations, Reservation Systems, Guest Services","Customer Service, Problem-solving, Team Management","[{""title"":""Hotel Supervisor""","company:""Protea Hotel""","location:""Lusaka""","start_date:""2017-05""","end_date:""Present""","description:""Supervise front office and guest services""","achievements:[""Improved guest satisfaction scores by 25%""",Reduced check-in time by 30%]},"{""title"":""Receptionist""","company:""Radisson Blu""","location:""Lusaka""","start_date:""2014-11""","end_date:""2017-04""","description:""Handled guest check-in and reservations""","achievements:[""Maintained 95% guest satisfaction""",Trained 3 new receptionists]}],"[{""name"":""Guest Experience Improvement""","description:""Service quality enhancement""","technologies:""Hotel Software"," Quality Standards""","duration:""Ongoing""}]","[{""name"":""Gift Nyambe""","relationship:""Hotel Manager""","phone:""+260955123457""","email:""gift.nyambe@protea.com""}]",6,
1524,1525,Gift Mukuka,261000000000.0,gift.mukuka@email.com,Male,12/03/1990,Zambian,Mufumbwe,North-Western,Bachelor's,Copperbelt University,2012,Mining Engineering,"Mine Safety, Blasting Certificate","English,Kaonde,Luvale",Fluent,7,Mining Engineer,Employed,Full-time,North-Western,15000,21000,1 month,"Mine Planning, Safety Management, Equipment Operation","Leadership, Safety Focus, Technical Analysis","[{""title"":""Mining Engineer""","company:""Kansanshi Mining""","location:""Solwezi""","start_date:""2016-02""","end_date:""Present""","description:""Plan and supervise mining operations""","achievements:[""Improved production efficiency by 20%""",Reduced safety incidents by 35%]},"{""title"":""Junior Mining Engineer""","company:""Lumwana Mine""","location:""Kalumbila""","start_date:""2012-08""","end_date:""2016-01""","description:""Assisted with mine planning and operations""","achievements:[""Developed improved drilling patterns""",Contributed to safety improvements]}],"[{""name"":""Open Pit Optimization""","description:""Mine efficiency project""","technologies:""Mine Planning Software"," GPS""","duration:""9 months""}]","[{""name"":""Patricia Chirwa""","relationship:""Chief Engineer""","phone:""+260966234568""","email:""patricia.chirwa@fqml.co.zm""}]",9,
1525,1526,Patricia Katongo,261000000000.0,patricia.katongo@email.com,Female,07/12/1988,Zambian,Luanshya,Copperbelt,Bachelor's,University of Zambia,2010,Finance,"CFA Level I, Banking Certificate","English,Bemba",Fluent,9,Branch Manager,Employed,Full-time,Copperbelt,16000,22000,2 months,"Financial Analysis, Risk Management, Team Leadership","Strategic Thinking, Customer Relations, Decision-making","[{""title"":""Branch Manager""","company:""Stanbic Bank""","location:""Luanshya""","start_date:""2016-09""","end_date:""Present""","description:""Manage bank branch operations and staff""","achievements:[""Increased branch profitability by 25%""",Grew customer base by 30%]},"{""title"":""Relationship Manager""","company:""Barclays Bank""","location:""Ndola""","start_date:""2010-11""","end_date:""2016-08""","description:""Managed corporate banking relationships""","achievements:[""Grew portfolio by 40%""",Improved client retention]}],"[{""name"":""Digital Banking Adoption""","description:""Customer migration to digital platforms""","technologies:""Banking Software"," Digital Platforms""","duration:""6 months""}]","[{""name"":""Brian Mwenya""","relationship:""Regional Manager""","phone:""+260977345679""","email:""brian.mwenya@stanbic.com""}]",8,
1526,1527,Brian Kangwa,261000000000.0,brian.kangwa@email.com,Male,21/05/1993,Zambian,Mongu,Western,Diploma,Lusaka Business Technical College,2013,Logistics,"Supply Chain Management, Customs Clearing","English,Lozi",Intermediate,6,Logistics Coordinator,Employed,Full-time,Western,9000,13000,3 weeks,"Inventory Management, Transportation Planning, Customs","Organization, Problem-solving, Communication","[{""title"":""Logistics Coordinator""","company:""Bidvest Panalpina""","location:""Lusaka""","start_date:""2016-04""","end_date:""Present""","description:""Coordinate transportation and logistics operations""","achievements:[""Reduced shipping delays by 40%""",Improved inventory accuracy to 98%]},"{""title"":""Logistics Assistant""","company:""DHL Zambia""","location:""Lusaka""","start_date:""2013-10""","end_date:""2016-03""","description:""Supported logistics and warehousing operations""","achievements:[""Improved package tracking system""",Reduced lost shipments]}],"[{""name"":""Supply Chain Optimization""","description:""Logistics efficiency project""","technologies:""ERP Systems"," Tracking Software""","duration:""5 months""}]","[{""name"":""Mirriam Jere""","relationship:""Logistics Manager""","phone:""+260955456790""","email:""mirriam.jere@bidvest.com""}]",7,
1527,1528,Mirriam Mwansa,261000000000.0,mirriam.mwansa@email.com,Female,03/08/1991,Zambian,Kalulushi,Copperbelt,Bachelor's,Copperbelt University,2012,Chemistry,"Laboratory Safety, Quality Control","English,Bemba",Fluent,7,Quality Control Chemist,Employed,Full-time,Copperbelt,11000,15000,1 month,"Chemical Analysis, Laboratory Techniques, Quality Systems","Attention to Detail, Analytical Thinking, Documentation","[{""title"":""Quality Control Chemist""","company:""Zambia Breweries""","location:""Ndola""","start_date:""2015-07""","end_date:""Present""","description:""Perform quality testing and analysis""","achievements:[""Improved testing accuracy by 25%""",Reduced product rejection rate by 30%]},"{""title"":""Laboratory Technician""","company:""Kafue Steel""","location:""Kafue""","start_date:""2012-09""","end_date:""2015-06""","description:""Conducted material testing and analysis""","achievements:[""Developed new testing protocols""",Improved lab safety procedures]}],"[{""name"":""Quality Improvement Initiative""","description:""Product quality enhancement""","technologies:""Laboratory Equipment"," Statistical Analysis""","duration:""8 months""}]","[{""name"":""Beauty Chewe""","relationship:""Quality Manager""","phone:""+260966567891""","email:""beauty.chewe@zambrew.co.zm""}]",8,
1528,1529,Beauty Njovu,261000000000.0,beauty.njovu@email.com,Female,14/02/1996,Zambian,Choma,Southern,Certificate,Choma Trades School,2015,Hair and Beauty,"Cosmetology License, Beauty Therapy","English,Tonga",Basic,3,Beauty Therapist,Self-Employed,Part-time,Southern,4000,6500,Immediate,"Hair Styling, Skin Care, Makeup, Nail Art","Creativity, Customer Service, Attention to Detail","[{""title"":""Beauty Therapist/Owner""","company:""Beauty's Salon""","location:""Choma""","start_date:""2017-01""","end_date:""Present""","description:""Run own beauty salon with 1 assistant""","achievements:[""Grew client base by 50% in first year""",Maintained 4.8/5 customer rating]},"{""title"":""Beauty Assistant""","company:""Glamour Salon""","location:""Livingstone""","start_date:""2015-06""","end_date:""2016-12""","description:""Assisted senior beauticians""","achievements:[""Learned advanced techniques""",Built loyal customer base]}],"[{""name"":""Bridal Beauty Package""","description:""Wedding beauty services""","technologies:""Beauty Products"," Styling Tools""","duration:""Ongoing""}]","[{""name"":""Eunice Malambo""","relationship:""Mentor""","phone:""+260977678902""","email:""eunice.malambo@email.com""}]",5,
1529,1530,Eunice Siame,261000000000.0,eunice.siame@email.com,Female,08/09/1992,Zambian,Mazabuka,Southern,Bachelor's,University of Zambia,2014,Nutrition,"Dietetics Certified, Food Safety","English,Tonga",Fluent,5,Nutritionist,Employed,Full-time,Southern,7500,10500,2 weeks,"Diet Planning, Nutritional Assessment, Health Education","Empathy, Communication, Analytical Skills","[{""title"":""Nutritionist""","company:""Ministry of Health""","location:""Mazabuka""","start_date:""2017-03""","end_date:""Present""","description:""Provide nutritional counseling and education""","achievements:[""Reduced malnutrition rates in assigned area by 25%""",Developed community nutrition programs]},"{""title"":""Nutrition Assistant""","company:""World Food Programme""","location:""Monze""","start_date:""2014-08""","end_date:""2017-02""","description:""Supported nutrition assessment and programs""","achievements:[""Improved feeding program efficiency""",Trained community health workers]}],"[{""name"":""Community Nutrition Program""","description:""Malnutrition prevention initiative""","technologies:""Nutrition Assessment"," Education Materials""","duration:""12 months""}]","[{""name"":""Dorothy Moyo""","relationship:""Health Coordinator""","phone:""+260955789013""","email:""dorothy.moyo@gov.zm""}]",7,
1530,1531,Dorothy Soko,261000000000.0,dorothy.soko@email.com,Female,19/04/1987,Zambian,Kalulushi,Copperbelt,Diploma,Nkana Trades School,2007,Secretarial Studies,"Office Administration, Typing Speed 60wpm","English,Bemba",Intermediate,10,Executive Assistant,Employed,Full-time,Copperbelt,8500,12000,1 month,"Office Management, Calendar Management, Document Preparation","Organization, Discretion, Communication","[{""title"":""Executive Assistant""","company:""Mopani Copper Mines""","location:""Kitwe""","start_date:""2014-06""","end_date:""Present""","description:""Support senior management with administrative tasks""","achievements:[""Improved meeting efficiency by 30%""",Managed complex travel arrangements]},"{""title"":""Administrative Secretary""","company:""ZCCM-IH""","location:""Ndola""","start_date:""2007-11""","end_date:""2014-05""","description:""Provided general administrative support""","achievements:[""Streamlined filing systems""",Trained 2 new administrative staff]}],"[{""name"":""Executive Support System""","description:""Management support optimization""","technologies:""Microsoft Office"," Scheduling Software""","duration:""Ongoing""}]","[{""name"":""Jane Nkandu""","relationship:""HR Director""","phone:""+260966890124""","email:""jane.nkandu@mcm.co.zm""}]",8,
1531,1532,Jane Manda,261000000000.0,jane.manda@email.com,Female,26/07/1994,Zambian,Chipata,Eastern,Bachelor's,Catholic University,2015,Journalism,"Media Ethics, Digital Content Creation","English,Nyanja,Chewa",Fluent,4,Journalist,Employed,Full-time,Eastern,7000,10000,3 weeks,"News Writing, Interviewing, Video Editing, Social Media","Communication, Research, Deadline-oriented","[{""title"":""Journalist""","company:""Times of Zambia""","location:""Chipata""","start_date:""2017-08""","end_date:""Present""","description:""Cover local news and feature stories""","achievements:[""Increased readership by 20% in assigned area""",Broke several major local stories]},"{""title"":""Intern Reporter""","company:""ZNBC""","location:""Lusaka""","start_date:""2015-09""","end_date:""2017-07""","description:""Assisted with news gathering and production""","achievements:[""Produced award-winning feature story""",Improved social media engagement]}],"[{""name"":""Rural Development Series""","description:""Investigative journalism project""","technologies:""Video Equipment"," Editing Software""","duration:""6 months""}]","[{""name"":""Christine Kasongo""","relationship:""Editor""","phone:""+260977901235""","email:""christine.kasongo@times.co.zm""}]",6,
1532,1533,Christine Malama,261000000000.0,christine.malama@email.com,Female,03/12/1991,Zambian,Kabwe,Central,Master's,University of Zambia,2013,Public Health,"Epidemiology, Health Promotion","English,Bemba",Fluent,6,Public Health Officer,Employed,Full-time,Central,11000,15000,2 months,"Epidemiology, Health Education, Program Evaluation","Analytical Thinking, Community Engagement, Leadership","[{""title"":""Public Health Officer""","company:""Ministry of Health""","location:""Kabwe""","start_date:""2016-05""","end_date:""Present""","description:""Coordinate public health programs and surveillance""","achievements:[""Reduced disease outbreak response time by 40%""",Improved immunization coverage by 25%]},"{""title"":""Health Promotion Officer""","company:""WHO Zambia""","location:""Lusaka""","start_date:""2013-10""","end_date:""2016-04""","description:""Implemented health education programs""","achievements:[""Developed successful health campaigns""",Trained 100+ community health workers]}],"[{""name"":""Malaria Prevention Program""","description:""Disease control initiative""","technologies:""Data Analysis"," Health Education""","duration:""18 months""}]","[{""name"":""Daniel Chalwe""","relationship:""Health Director""","phone:""+260955012346""","email:""daniel.chalwe@gov.zm""}]",9,
1533,1534,Daniel Chileshe,261000000000.0,daniel.chileshe@email.com,Male,17/06/1989,Zambian,Ndola,Copperbelt,Bachelor's,Copperbelt University,2010,Mechanical Engineering,"Professional Engineer, AutoCAD Certified","English,Bemba",Fluent,9,Mechanical Engineer,Employed,Full-time,Copperbelt,17000,23000,1 month,"Machine Design, CAD, Project Management, Maintenance","Technical Leadership, Problem-solving, Innovation","[{""title"":""Mechanical Engineer""","company:""Lafarge Zambia""","location:""Ndola""","start_date:""2015-02""","end_date:""Present""","description:""Design and maintain manufacturing equipment""","achievements:[""Improved equipment reliability by 35%""",Reduced maintenance costs by 20%]},"{""title"":""Design Engineer""","company:""Zambezi Steel""","location:""Kafue""","start_date:""2010-09""","end_date:""2015-01""","description:""Designed mechanical components and systems""","achievements:[""Patented 2 mechanical improvements""",Improved production efficiency]}],"[{""name"":""Equipment Modernization""","description:""Manufacturing equipment upgrade""","technologies:""CAD"," Finite Element Analysis""","duration:""10 months""}]","[{""name"":""Juliet Mubita""","relationship:""Engineering Manager""","phone:""+260966123458""","email:""juliet.mubita@lafarge.com""}]",8,
