cv_id,full_name,phone,email,gender,date_of_birth,nationality,city,province,education_level,institution,graduation_year,major,certifications,languages,language_proficiency,total_years_experience,current_job_title,employment_status,preferred_job_type,preferred_location,salary_expectation_min,salary_expectation_max,availability,skills_technical,skills_soft,work_experience_json,projects_json,references_json,resume_quality_score,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
1072,Nampungwe Mwiinde,261000000000.0,nampungwe.mwiinde@email.com,Male,23/01/1987,Zambian,Kitwe,Copperbelt,Certificate,Kitwe Technical School,2004,Motor Mechanics,"Automotive Repair,Diagnostics","English,Bemba",Basic,13,Motor Mechanic,Self-Employed,Contract,Copperbelt,11500,17000,Immediate,"Engine Repair,Transmission,Electrical Systems","Technical Skills,Problem-solving,Reliability","[{""title"":""Motor Mechanic""","company:""Nampungwe's Auto Repair""","location:""Kitwe""","start_date:""2008-08""","end_date:""Present""","description:""Run own automotive repair business""","achievements:[""Built strong reputation""",Maintained customer loyalty]},"{""title"":""Mechanic""","company:""Various Garages""","location:""Copperbelt""","start_date:""2004-02""","end_date:""2008-07""","description:""Worked as mechanic""","achievements:[""Mastered diagnostic techniques""",Improved repair efficiency]}],"[{""name"":""Vehicle Maintenance Services""","description:""Automotive repair and maintenance""","technologies:""Diagnostic Tools","Repair Equipment""","duration:""Ongoing""}]","[{""name"":""Sichamba Imasiku""","relationship:""Regular Client""","phone:""+260955345699""","email:""sichamba.imasiku@email.com""}]",6,
1073,Sichamba Nzala,261000000000.0,sichamba.nzala@email.com,Female,06/04/1993,Zambian,Solwezi,North-Western,Bachelor's,North-Western University,2013,Geology,"Mineral Exploration,Mapping","English,Kaonde",Fluent,4,Geologist,Employed,Full-time,North-Western,16000,21500,1 month,"Geological Mapping,Exploration,Data Analysis","Analytical Thinking,Field Work,Report Writing","[{""title"":""Geologist""","company:""First Quantum Minerals""","location:""Kalumbila""","start_date:""2015-10""","end_date:""Present""","description:""Conduct geological exploration""","achievements:[""Identified new mineral targets""",Improved mapping accuracy]},"{""title"":""Field Geologist""","company:""Various Exploration Companies""","location:""North-Western""","start_date:""2013-08""","end_date:""2015-09""","description:""Supported exploration activities""","achievements:[""Improved field techniques""",Enhanced data collection]}],"[{""name"":""Mineral Exploration Project""","description:""Resource identification program""","technologies:""Geological Mapping","Sampling""","duration:""12 months""}]","[{""name"":""Katungu Bunda""","relationship:""Chief Geologist""","phone:""+260966456810""","email:""katungu.bunda@fqml.co.zm""}]",8,
1074,Katungu Mulala,261000000000.0,katungu.mulala@email.com,Male,19/11/1991,Zambian,Mongu,Western,Certificate,Mongu Technical School,2008,Carpentry,"Woodworking,Furniture","English,Lozi",Basic,9,Carpenter,Self-Employed,Contract,Western,9000,13500,Immediate,"Carpentry,Furniture Making,Construction","Craftsmanship,Quality Focus,Reliability","[{""title"":""Carpenter""","company:""Katungu Woodworks""","location:""Mongu""","start_date:""2012-07""","end_date:""Present""","description:""Run own carpentry business""","achievements:[""Known for quality furniture""",Built strong reputation]},"{""title"":""Apprentice Carpenter""","company:""Various Workshops""","location:""Western Province""","start_date:""2008-03""","end_date:""2012-06""","description:""Learned carpentry""","achievements:[""Mastered woodworking techniques""",Improved furniture design]}],"[{""name"":""Custom Furniture Production""","description:""Handcrafted furniture""","technologies:""Woodworking Tools","Finishing""","duration:""Ongoing""}]","[{""name"":""Nshimbi Mukosa""","relationship:""Regular Client""","phone:""+260977567924""","email:""nshimbi.mukosa@email.com""}]",6,
1075,Nshimbi Milanzi,261000000000.0,nshimbi.milanzi@email.com,Female,02/07/1994,Zambian,Lusaka,Lusaka,Bachelor's,University of Lusaka,2014,Human Resources,"HR Management,Recruitment","English,Nyanja",Fluent,3,HR Officer,Employed,Full-time,Lusaka,12500,17500,3 weeks,"Recruitment,Employee Relations,Records","Communication,Confidentiality,Organization","[{""title"":""HR Officer""","company:""Zambia National Commercial Bank""","location:""Lusaka""","start_date:""2016-11""","end_date:""Present""","description:""Manage HR operations""","achievements:[""Improved recruitment process""",Enhanced employee records]},"{""title"":""HR Assistant""","company:""Various Companies""","location:""Lusaka""","start_date:""2014-07""","end_date:""2016-10""","description:""Supported HR functions""","achievements:[""Improved administrative efficiency""",Enhanced customer service]}],"[{""name"":""HR System Implementation""","description:""Human resources digitization""","technologies:""HR Software","Record Management""","duration:""5 months""}]","[{""name"":""Simpamba Manjimela""","relationship:""HR Manager""","phone:""+260955678924""","email:""simpamba.manjimela@zncb.co.zm""}]",7,
1076,Simpamba Kamboyi,261000000000.0,simpamba.kamboyi@email.com,Male,15/03/1989,Zambian,Chipata,Eastern,Bachelor's,Catholic University,2010,Agriculture,"Agronomy,Crop Science","English,Nyanja",Fluent,7,Agricultural Officer,Employed,Full-time,Eastern,13000,18000,2 weeks,"Crop Management,Soil Science,Extension Services","Teaching,Communication,Problem-solving","[{""title"":""Agricultural Officer""","company:""Ministry of Agriculture""","location:""Chipata""","start_date:""2014-07""","end_date:""Present""","description:""Provide agricultural extension services""","achievements:[""Increased crop yields by 35%""",Improved farmer adoption of technologies]},"{""title"":""Field Officer""","company:""Zambia National Farmers Union""","location:""Lundazi""","start_date:""2010-08""","end_date:""2014-06""","description:""Supported agricultural programs""","achievements:[""Improved farmer training""",Enhanced demonstration plots]}],"[{""name"":""Sustainable Agriculture Program""","description:""Conservation farming promotion""","technologies:""Soil Conservation","Crop Management""","duration:""9 months""}]","[{""name"":""Sikota Kayumba""","relationship:""District Agricultural Officer""","phone:""+260966789033""","email:""sikota.kayumba@gov.zm""}]",8,
1077,Sikota Mwango,261000000000.0,sikota.mwango@email.com,Female,28/12/1992,Zambian,Kitwe,Copperbelt,Diploma,Kitwe Nursing School,2010,Nursing,"Nursing License,Patient Care","English,Bemba",Intermediate,7,Nurse,Employed,Full-time,Copperbelt,12000,16500,1 month,"Patient Care,Medication,Health Education","Compassion,Communication,Teamwork","[{""title"":""Staff Nurse""","company:""Kitwe Central Hospital""","location:""Kitwe""","start_date:""2013-10""","end_date:""Present""","description:""Provide nursing care""","achievements:[""Improved patient outcomes""",Enhanced health education]},"{""title"":""Nursing Intern""","company:""Various Health Facilities""","location:""Copperbelt""","start_date:""2010-05""","end_date:""2013-09""","description:""Completed nursing training""","achievements:[""Improved clinical skills""",Enhanced patient care]}],"[{""name"":""Patient Care Improvement""","description:""Healthcare quality initiative""","technologies:""Medical Equipment","Health Records""","duration:""Ongoing""}]","[{""name"":""Kalela Choonga""","relationship:""Nursing Officer""","phone:""+260977890144""","email:""kalela.choonga@kch.gov.zm""}]",7,
1078,Kalela Lwiindi,261000000000.0,kalela.lwiindi@email.com,Male,11/06/1988,Zambian,Solwezi,North-Western,Certificate,Solwezi Technical School,2005,Welding and Fabrication,"Welding,Fabrication","English,Kaonde",Basic,12,Welder,Self-Employed,Contract,North-Western,12000,17500,Immediate,"Welding,Fabrication,Metal Work","Technical Skills,Precision,Reliability","[{""title"":""Welder/Fabricator""","company:""Kalela Metal Works""","location:""Solwezi""","start_date:""2009-08""","end_date:""Present""","description:""Run own welding and fabrication business""","achievements:[""Known for quality work""",Supplied various industries]},"{""title"":""Welder""","company:""Various Companies""","location:""North-Western""","start_date:""2005-02""","end_date:""2009-07""","description:""Worked as welder""","achievements:[""Mastered multiple techniques""",Improved fabrication skills]}],"[{""name"":""Metal Fabrication Services""","description:""Custom metal work""","technologies:""Welding Equipment","Fabrication""","duration:""Ongoing""}]","[{""name"":""Kabemba Kanyanta""","relationship:""Regular Client""","phone:""+260955901255""","email:""kabemba.kanyanta@email.com""}]",6,
1079,Kabemba Nalishebo,261000000000.0,kabemba.nalishebo@email.com,Female,09/09/1993,Zambian,Mongu,Western,Bachelor's,University of Zambia,2013,Education,"Teaching License,Curriculum","English,Lozi",Fluent,4,Teacher,Employed,Full-time,Western,11000,15500,2 months,"Teaching,Curriculum Development,Assessment","Patience,Communication,Creativity","[{""title"":""Teacher""","company:""Mongu Secondary School""","location:""Mongu""","start_date:""2015-08""","end_date:""Present""","description:""Teach secondary school students""","achievements:[""Improved student performance""",Developed innovative teaching methods]},"{""title"":""Student Teacher""","company:""Various Schools""","location:""Western Province""","start_date:""2013-09""","end_date:""2015-07""","description:""Completed teaching practice""","achievements:[""Received excellent evaluations""",Improved classroom management]}],"[{""name"":""Educational Improvement Program""","description:""Teaching and learning enhancement""","technologies:""Educational Materials","Assessment""","duration:""Ongoing""}]","[{""name"":""Kachingwe Munshya""","relationship:""Head Teacher""","phone:""+260966012366""","email:""kachingwe.munshya@mss.edu.zm""}]",7,
1080,Kachingwe Chiyesu,261000000000.0,kachingwe.chiyesu@email.com,Male,22/05/1990,Zambian,Livingstone,Southern,Bachelor's,Rusangu University,2011,Tourism Management,"Tour Guide,Hospitality","English,Tonga",Fluent,6,Tour Guide,Self-Employed,Freelance,Southern,8000,12000,Immediate,"Tour Guiding,Cultural Knowledge,Customer Service","Communication,Hospitality,Knowledge","[{""title"":""Tour Guide""","company:""Kachingwe Tourism Services""","location:""Livingstone""","start_date:""2014-09""","end_date:""Present""","description:""Operate own tour guiding business""","achievements:[""Maintained high customer ratings""",Built strong reputation]},"{""title"":""Guide""","company:""Various Tour Companies""","location:""Livingstone""","start_date:""2011-06""","end_date:""2014-08""","description:""Worked as tour guide""","achievements:[""Improved guiding skills""",Enhanced cultural knowledge]}],"[{""name"":""Cultural Tourism Development""","description:""Local culture promotion""","technologies:""Tour Planning","Cultural Interpretation""","duration:""Ongoing""}]","[{""name"":""Simusokwe Simpungwe""","relationship:""Tourism Association Member""","phone:""+260977123478""","email:""simusokwe.simpungwe@tourism.org.zm""}]",6,
1081,Simusokwe Chintu,261000000000.0,simusokwe.chintu@email.com,Male,07/12/1987,Zambian,Kabwe,Central,Certificate,Kabwe Technical School,2004,Motor Mechanics,"Automotive Repair,Diagnostics","English,Bemba",Basic,13,Motor Mechanic,Self-Employed,Contract,Central,12000,17500,Immediate,"Engine Repair,Transmission,Electrical Systems","Technical Skills,Problem-solving,Reliability","[{""title"":""Motor Mechanic""","company:""Simusokwe's Auto Repair""","location:""Kabwe""","start_date:""2008-08""","end_date:""Present""","description:""Run own automotive repair business""","achievements:[""Built strong reputation""",Maintained customer loyalty]},"{""title"":""Mechanic""","company:""Various Garages""","location:""Central Province""","start_date:""2004-02""","end_date:""2008-07""","description:""Worked as mechanic""","achievements:[""Mastered diagnostic techniques""",Improved repair efficiency]}],"[{""name"":""Vehicle Maintenance Services""","description:""Automotive repair and maintenance""","technologies:""Diagnostic Tools","Repair Equipment""","duration:""Ongoing""}]","[{""name"":""Lwanga Kateule""","relationship:""Regular Client""","phone:""+260955234589""","email:""lwanga.kateule@email.com""}]",6,
1082,Lwanga Bubala,261000000000.0,lwanga.bubala@email.com,Female,25/02/1994,Zambian,Chipata,Eastern,Diploma,Chipata Business College,2012,Office Administration,"Secretarial,Computer Skills","English,Nyanja",Intermediate,5,Office Administrator,Employed,Full-time,Eastern,9500,13500,2 weeks,"Office Management,Records,Procurement","Organization,Communication,Multitasking","[{""title"":""Office Administrator""","company:""Eastern Province Administration""","location:""Chipata""","start_date:""2015-12""","end_date:""Present""","description:""Manage office operations""","achievements:[""Improved office efficiency""",Streamlined procurement processes]},"{""title"":""Administrative Assistant""","company:""Various Organizations""","location:""Eastern Province""","start_date:""2012-05""","end_date:""2015-11""","description:""Provided administrative support""","achievements:[""Improved document management""",Enhanced customer service]}],"[{""name"":""Office System Improvement""","description:""Administrative process enhancement""","technologies:""Office Software","Process Mapping""","duration:""4 months""}]","[{""name"":""Muyambango Hamalambo""","relationship:""Office Manager""","phone:""+260966345700""","email:""muyambango.hamalambo@gov.zm""}]",7,
1083,Muyambango Munyama,261000000000.0,muyambango.munyama@email.com,Male,14/07/1991,Zambian,Kitwe,Copperbelt,Bachelor's,Copperbelt University,2012,Chemical Engineering,"Process Optimization,Safety","English,Bemba",Fluent,5,Process Engineer,Employed,Full-time,Copperbelt,17500,23500,1 month,"Process Design,Optimization,Safety Systems","Analytical Thinking,Problem-solving,Leadership","[{""title"":""Process Engineer""","company:""Mopani Copper Mines""","location:""Mufulira""","start_date:""2015-06""","end_date:""Present""","description:""Optimize chemical processes""","achievements:[""Improved process efficiency by 20%""",Reduced chemical consumption]},"{""title"":""Junior Engineer""","company:""Kafue Steel""","location:""Kafue""","start_date:""2012-08""","end_date:""2015-05""","description:""Supported process engineering""","achievements:[""Improved process monitoring""",Enhanced safety systems]}],"[{""name"":""Process Optimization Project""","description:""Chemical process improvement""","technologies:""Process Engineering","Simulation""","duration:""9 months""}]","[{""name"":""Mushabati Ndala""","relationship:""Chief Engineer""","phone:""+260977456811""","email:""mushabati.ndala@mcm.co.zm""}]",8,
